Simpangsiabu	id=g:6723400
Lumban Bagasan	id=g:6726519
Gompar Tahan	id=g:6726520
Lumban Pea	id=g:6726521
Sibaianinasampulu	id=g:6726522
Lumban Dolok	id=g:6726523
Haro	id=g:6726524
Tambunan	id=g:6726525
Sitangkata	id=g:6726526
Pagaraji	id=g:6726527
Bahaudan	id=g:6726528
Aek Simare	id=g:6726529
Aek Mardubur	id=g:6726530
Baruara	id=g:6726531
Huta Gaoltonga-tonga	id=g:6726532
Matio	id=g:6726533
Sirajagorat	id=g:6726534
Janji Matogu	id=g:6726535
Parpea	id=g:6726536
Haunatas	id=g:6726537
Sihobuk	id=g:6726538
Simarmar	id=g:6726539
Lumban Gala-gala	id=g:6726540
Sibatara	id=g:6726541
Hutaholbung	id=g:6726542
Hutaginjang	id=g:6726543
Samaransan	id=g:6726544
Hutanamora	id=g:6726545
Lumbanjulu	id=g:6726546
Tornagodang	id=g:6726547
Sirambe	id=g:6726548
Aek Sibongbong	id=g:6726549
Sibatu	id=g:6726550
Sibadihon	id=g:6726551
Sosordolok	id=g:6726552
Luban Holbung Naga Timbul	id=g:6726553
Lumbantonga-tonga	id=g:6726554
Lumban Sijambur	id=g:6726555
Harian	id=g:6726556
Lambang Gurning	id=g:6726557
Lumban Huala	id=g:6726558
Pangombusan	id=g:6726559
Hutanagodang	id=g:6726560
Dolok Panoguansolu	id=g:6726561
Aek Mandosi	id=g:6726562
Lumban Sinaga	id=g:6726563
Lumban Butarbutar	id=g:6726564
Lumbannabegu	id=g:6726565
Arung	id=g:6726566
Situmorang	id=g:6726567
Sosor Ladang	id=g:6726568
Simpang Empat	id=g:6726569
Lumban Sitorus	id=g:6726570
Sosortao	id=g:6726571
Jonggimamanulus	id=g:6726572
Aek Asahan	id=g:6726573
Janjimaria	id=g:6726574
Pasarbaru	id=g:6726575
Hasahatan	id=g:6726576
Doloknauli	id=g:6726577
Lumbanlahi	id=g:6726578
Galagala-pangkalan	id=g:6726579
Sibange Bange	id=g:6726580
Aek Bolon	id=g:6726581
Dolok Modang	id=g:6726582
Sosornagodang	id=g:6726583
Sosorbakara	id=g:6726584
Lumban Lintong	id=g:6726585
Siponggol Dolok	id=g:6726586
Siompu-ompu	id=g:6726587
Naromondu	id=g:6726588
Lumbannabolon	id=g:6726589
Sosor Sipallat	id=g:6726590
Sitiotio	id=g:6726591
Sitjotiodolok	id=g:6726592
Marpaung Bagasan	id=g:6726593
Aek Sibargot	id=g:6726594
Aek Silimbat	id=g:6726595
Siahaan	id=g:6726596
Janjlmaria	id=g:6726597
Sigumparpea	id=g:6726598
Sigumparjae	id=g:6726599
Baribatell	id=g:6726600
Parbagasan	id=g:6726601
Banua Huta	id=g:6726602
Sigumpar Utara	id=g:6726603
Dairipangasean	id=g:6726604
Lumban Hariara	id=g:6726605
Pardolok	id=g:6726606
Sugapa	id=g:6726607
Bari Batali	id=g:6726608
Silimbat	id=g:6726609
Sigumpar	id=g:6726610
Sigumpar Tengah	id=g:6726611
Sigumpar Dangsina	id=g:6726612
Siregar	id=g:6726613
Dolokjior	id=g:6726614
Pintubosi	id=g:6726615
Sosordolok	id=g:6726616
Situlak-tulak	id=g:6726617
Sigumpar Julu	id=g:6726618
Lumban Baringin	id=g:6726619
Lumban Harangan	id=g:6726620
Lumban Hariara	id=g:6726621
Hutaginjang	id=g:6726622
Hutatinggi	id=g:6726623
Nai Pospos	id=g:6726624
Hutaginjang	id=g:6726625
Hephata	id=g:6726626
Tingka-tingka	id=g:6726627
Parrian	id=g:6726628
Lumbanpea	id=g:6726629
Sidulang	id=g:6726630
Lumbansilalahi	id=g:6726631
Hutapalaan	id=g:6726632
Hutagurgur	id=g:6726633
Gonting	id=g:6726634
Hutasambungan	id=g:6726635
Huta Bagasan	id=g:6726636
Barapakko	id=g:6726637
Lumban Hariara	id=g:6726638
Sitio-tio	id=g:6726639
Batugana	id=g:6726640
Rambasibodat	id=g:6726641
Halim	id=g:6726642
Simangkuk	id=g:6726643
Ambarlansang	id=g:6726644
Siruar	id=g:6726645
Adian Naginjang	id=g:6726646
Siriaria	id=g:6726647
Panindii	id=g:6726648
Simengmeng	id=g:6726649
Dolok Martalitali	id=g:6726650
Sitorangjae	id=g:6726651
Partungkoan	id=g:6726652
Hutagurgur Utara	id=g:6726653
Hutagurgur Tengah	id=g:6726654
Peasidari	id=g:6726655
Dolok Panindii	id=g:6726656
Hutagurgur Selatan	id=g:6726657
Hutagurgur Timur	id=g:6726658
Gonting	id=g:6726659
Siringkiron	id=g:6726660
Palaba	id=g:6726661
Silaen	id=g:6726662
Siringoringo	id=g:6726663
Lumban Dolok	id=g:6726664
Marbulang	id=g:6726665
Talak Batu	id=g:6726666
Lumban Salung	id=g:6726667
Lumban Lobu	id=g:6726668
Sitorus Godang	id=g:6726669
Aek Sitakkola	id=g:6726670
Pintu Batu	id=g:6726671
Sitolu Tali	id=g:6726672
Aek Siltang	id=g:6726673
Batuhoda	id=g:6726674
Dolok Batuhoda	id=g:6726675
Aek Sijumbag	id=g:6726676
Aek Siampapaga	id=g:6726677
Simanobak	id=g:6726678
Tapianauli	id=g:6726679
Simenahenak	id=g:6726680
Pondokgabe	id=g:6726681
Tungkonisalu	id=g:6726682
Dolok Siuga	id=g:6726683
Simare	id=g:6726684
Natinggir	id=g:6726685
Aek Natinggir	id=g:6726686
Aek Bontar	id=g:6726687
Aek Sitobu	id=g:6726688
Aek Lumbabi	id=g:6726689
Aek Simantorop	id=g:6726690
Tanjungulim	id=g:6727953
Krueng Samalanga	id=g:6727954
Samalanga	id=g:6727955
Reuleut	id=g:6727956
Ujung Raja	id=g:6727957
Poh Roh	id=g:6727958
Peuneulet Baroh	id=g:6727959
Pauyangsembilan	id=g:6727960
Krueng Pandrah	id=g:6727961
Pandrah	id=g:6727962
Namploh	id=g:6727963
Meulinteung	id=g:6727964
Meunasah Bueng	id=g:6727965
Meunasah Beurawang	id=g:6727966
Meuko	id=g:6727967
Matang	id=g:6727968
Mamplam	id=g:6727969
Gunung Male	id=g:6727970
Lumpatan	id=g:6727971
Lancang	id=g:6727972
Kuta Rusep	id=g:6727973
Kualaasan	id=g:6727974
Krueng Kiran	id=g:6727975
Kiran	id=g:6727976
Keude Tambue	id=g:6727977
Jurong Ara	id=g:6727978
Jeunieb	id=g:6727979
Krueng Jeunieb	id=g:6727980
Glemendong	id=g:6727981
Geunteng	id=g:6727982
Tring	id=g:6727983
Cot Leubing	id=g:6727984
Cerecak Meunasah Barat	id=g:6727985
Canealoih	id=g:6727986
Calok	id=g:6727987
Buangan	id=g:6727988
Batee Ilik	id=g:6727989
Gunung Banggalang	id=g:6727990
Angkieng Barat	id=g:6727991
Alue Leuhob	id=g:6727992
Gunung Singgah Mata	id=g:6727993
Mesjid Madinah	id=g:6727994
Mesjid Ulim Barah	id=g:6727995
Ulim	id=g:6727996
Alue Sane	id=g:6727997
Gunung Gamut	id=g:6727998
Uleeglee	id=g:6727999
Kuta Krueng	id=g:6728000
Kampung Meulum	id=g:6728001
Krueng Jeulanga	id=g:6728002
Gunung Singgah Mata	id=g:6728003
Matang Nibong	id=g:6728004
Lancok Ulim	id=g:6728005
Lhok Dagang	id=g:6728006
Krueng Meuseugob	id=g:6728007
Meunasah Cureh Baroh	id=g:6728008
Meunasah Teungoh	id=g:6728009
Meunasah Keupula	id=g:6728010
Uleeue	id=g:6728011
Sungai Meureudu	id=g:6728012
Ujung Meureudu	id=g:6728013
Meunasah Balik	id=g:6728014
Dayah Kleng	id=g:6728015
Meureudu	id=g:6728016
Meududalam	id=g:6728017
Teupin Pukat	id=g:6728018
Lueng Bimba	id=g:6728019
Meunasah Pantebeureane	id=g:6728020
Lhoknga	id=g:6728021
Mesjid Tuha	id=g:6728022
Dayah Ue Paneuk	id=g:6728023
Meunasah Dayahusin	id=g:6728024
Meunasah Lhok	id=g:6728025
Meunasah Krueng	id=g:6728026
Meunasah Raya	id=g:6728027
Meunasah Pante Gelima	id=g:6728028
Blang Cut	id=g:6728029
Meunasah Keupula	id=g:6728030
Meunasah Mancang	id=g:6728031
Dayah Kruet	id=g:6728032
Meunasah Gampung Blang	id=g:6728033
Tijien Dabuh	id=g:6728034
Tijien Usin	id=g:6728035
Geulanggang	id=g:6728036
Lueng Jangli	id=g:6728037
Lueng Mane	id=g:6728038
Pulolhok	id=g:6728039
Cotkeutapang	id=g:6728040
Krueng Ulim	id=g:6728041
Kayee Adang	id=g:6728042
Kayangan	id=g:6728043
Geugrong	id=g:6728044
Pulo	id=g:6728045
Meunasah Blang	id=g:6728046
Meunasah Cut	id=g:6728047
Meunasah Manyang	id=g:6728048
Pante Dua	id=g:6728049
Glecut	id=g:6728050
Lancok	id=g:6728051
Blang Awe	id=g:6728052
Meunasah Kulam	id=g:6728053
Meunasah Teungah	id=g:6728054
Gunung Paya Cangguk	id=g:6728055
Meunasah Manyang Lancok	id=g:6728056
Pante Satu	id=g:6728057
Babahjurong	id=g:6728058
Lueng Raya	id=g:6728059
Air Raya	id=g:6728060
Air Grong-grong	id=g:6728061
Sambungan Baru	id=g:6728062
Paya Seutuy	id=g:6728063
Meunasah Pupu	id=g:6728064
Nangro Barat	id=g:6728065
Nangro Timur	id=g:6728066
Dayah Leubue	id=g:6728067
Meunasah Krueng	id=g:6728068
Siblah Cah	id=g:6728069
Cat Me	id=g:6728070
Ulim Tunong	id=g:6728071
Meunasah Kumbang	id=g:6728072
Bale Ulim	id=g:6728073
Reuluy Mangat	id=g:6728074
Jangka Buya	id=g:6728075
Jurong Binjai	id=g:6728076
Jurong Teungoh	id=g:6728077
Gampong Cot	id=g:6728078
Keurisi	id=g:6728079
Kiran Baroh	id=g:6728080
Kiran Krueng	id=g:6728081
Kiran Dayah	id=g:6728082
Puuk	id=g:6728083
Lincah	id=g:6728084
Lancok	id=g:6728085
Tanjong Baro	id=g:6728086
Kuala Tambue	id=g:6728087
Peuneulet Tunong	id=g:6728088
Meunasah Cureh Tunong	id=g:6728089
Ulee Kareuang	id=g:6728090
Blang Panyang	id=g:6728091
Gunung Neungoh Drien	id=g:6728092
Air Jubet	id=g:6728093
Air Calok	id=g:6728094
Krueng Peuneulet	id=g:6728095
Meunasah Asan	id=g:6728096
Blang Remulek	id=g:6728097
Lancang	id=g:6728098
Rheum Baroh	id=g:6728099
Blangkeujue	id=g:6728100
Meunasahpuu	id=g:6728101
Blang Kuta Coh	id=g:6728102
Blang Kuta Dua Meunasah	id=g:6728103
Blang Kuta	id=g:6728104
Meunasah Bungong	id=g:6728105
Rheum Timu	id=g:6728106
Rheum Barat	id=g:6728107
Meuliek	id=g:6728108
Arongan	id=g:6728109
Bale	id=g:6728110
Air Arongon	id=g:6728111
Sangso Meunasah Blang	id=g:6728112
Sangso Meunasah Rieng	id=g:6728113
Pincung Sir Ibee	id=g:6728114
Matang Teungah	id=g:6728115
Kampung Baru	id=g:6728116
Keude Aceh	id=g:6728117
Meunasah Krueng	id=g:6728118
Kundang Meunasah Rawa	id=g:6728119
Kampung Putoh	id=g:6728120
Meunasah Blang Garang	id=g:6728121
Mideun Jok	id=g:6728122
Meuko Jurong	id=g:6728123
Kuta Baroh	id=g:6728124
Peulakan Cebrek	id=g:6728125
Paya Tunong	id=g:6728126
Meunasah Me	id=g:6728127
Bukit Teungoh	id=g:6728128
Air Baroh	id=g:6728129
Air Raya	id=g:6728130
Blang Dalam	id=g:6728131
Meukobaroh	id=g:6728132
Glegisapunggung	id=g:6728133
Cat Neuheu Satu	id=g:6728134
Air Mane	id=g:6728135
Pantang	id=g:6728136
Paya Trieng	id=g:6728137
Gle Nangro	id=g:6728138
Blang Usi	id=g:6728139
Cot Reum	id=g:6728140
Air Seutuy	id=g:6728141
Gle Cut	id=g:6728142
Gle Seunong	id=g:6728143
Gle Reuleuet	id=g:6728144
Blang Cari	id=g:6728145
Air Bidok	id=g:6728146
Bidok	id=g:6728147
Blang Kuta	id=g:6728148
Seunong	id=g:6728149
Meunasah Pupu	id=g:6728150
Cot Balai	id=g:6728151
Babah Krueng	id=g:6728152
Uteun Bayu	id=g:6728153
Reudep Melayu	id=g:6728154
Meuko Rayeuk	id=g:6728155
Meuko Kuthang	id=g:6728156
Peulokan Tunong	id=g:6728157
Meukadayah	id=g:6728158
Meugit Kayee Panyang	id=g:6728159
Meukotunong	id=g:6728160
Meurandehalue	id=g:6728161
Meunasah Paku	id=g:6728162
Meunasah-dayah	id=g:6728163
Adan	id=g:6728164
Mideun Geudong	id=g:6728165
Lhung Keubeu	id=g:6728166
Glumpang Bungkok	id=g:6728167
Meunasah Papeun	id=g:6728168
Kutablang	id=g:6728169
Meunasah Leung	id=g:6728170
Lhok Seumira	id=g:6728171
Ulee Jeumatan	id=g:6728172
Lancok	id=g:6728173
Matang Wakeuh	id=g:6728174
Meunasah Darussalam	id=g:6728175
Meunasah Lhung	id=g:6728176
Matangjareung	id=g:6728177
Meunasah Punti	id=g:6728178
Cerecak Timu	id=g:6728179
Ie Rhob Barat	id=g:6728180
Ie Rhob Timur	id=g:6728181
Ierhob Meunasah Babahlung	id=g:6728182
Ie Rhob Glumpang	id=g:6728183
Puladrien	id=g:6728184
Blang Mane Barat	id=g:6728185
Blang Mane Timu	id=g:6728186
Jurang Binjai	id=g:6728187
Dayah	id=g:6728188
Pulo Iboh	id=g:6728189
Pulo Tapong	id=g:6728190
Krueng Surin	id=g:6728191
Meunasah Maria	id=g:6728192
Simpang	id=g:6728193
Blangtambue	id=g:6728194
Paya Gabah	id=g:6728195
Paku	id=g:6728196
Air Nase	id=g:6728197
Alue Igeuh	id=g:6728198
Uteuenkruet	id=g:6728199
Meunasah Reudeup	id=g:6728200
Nase Me	id=g:6728201
Cot Glumpang Baroh	id=g:6728202
Cot Glumpang Tunong	id=g:6728203
Pandrah Kandeh	id=g:6728204
Matang Bangka	id=g:6728205
Blang Lancang	id=g:6728206
Blang Me Barat	id=g:6728208
Keude Jeunieb	id=g:6728209
Uleerabo	id=g:6728210
Janggot Seugko	id=g:6728211
Meunasah Tambo	id=g:6728212
Meunasah Ketapang	id=g:6728213
Pandrah Janeng	id=g:6728214
Panton	id=g:6728215
Gampong Blang	id=g:6728216
Garut	id=g:6728217
Meunasah Dayah	id=g:6728218
Bantayan	id=g:6728219
Samadar	id=g:6728220
Air Rayeuk	id=g:6728221
Cot Mane	id=g:6728222
Alue	id=g:6728223
Mesjid Baro	id=g:6728224
Cot Siren	id=g:6728225
Paloh	id=g:6728226
Cot Mirah Barah	id=g:6728227
Pulo Baroh	id=g:6728228
Puncang	id=g:6728229
Blang	id=g:6728230
Meurah	id=g:6728231
Cot Meurak	id=g:6728232
Pulo Lucot	id=g:6728233
Drien Bungong	id=g:6728234
Meugit Sagoe	id=g:6728235
Air Marandehalue	id=g:6728236
Alue Keutapang	id=g:6728237
Jeulanga Barat	id=g:6728238
Jeulanga Teungoh	id=g:6728239
Jeulangamataie	id=g:6728240
Blang Mirou	id=g:6728241
Blang Reuleue	id=g:6728242
Kumba	id=g:6728243
Paya Pisangklat	id=g:6728244
Sialit	id=g:6728245
Alue Me	id=g:6728246
Lhok Pusong	id=g:6728247
Bale	id=g:6728248
Drien Tujuh	id=g:6728249
Meunasah Mesjid	id=g:6728250
Cot Seutuy	id=g:6728251
Blang Reue	id=g:6728252
Lhok Gajah	id=g:6728253
Gahru	id=g:6728254
Jungkon	id=g:6728255
Cot Geureutai	id=g:6728256
Blang Mirou Tunong	id=g:6728257
Kumba Ateuh	id=g:6728258
Cot Kieng	id=g:6728259
Beurasan	id=g:6728260
Krueng Kiran	id=g:6728261
Asan Kumbang	id=g:6728262
Air Meuko	id=g:6728263
Krueng Tuphah	id=g:6728264
Bukit Ceudah	id=g:6728265
Lho Tanoh	id=g:6728266
Aluerayeuk	id=g:6728267
Air Entot	id=g:6728268
Krueng Meuseuguh	id=g:6728269
Cot Sime	id=g:6728270
Gunung Teumine	id=g:6728271
Air Leukoe	id=g:6728272
Seuneubuk Baro	id=g:6728273
Pantonbili	id=g:6728274
Kubu Batee	id=g:6728275
Blang Samagadeng	id=g:6728276
Lheu Barat	id=g:6728277
Lheu Simpang	id=g:6728278
Meunasah Tunong	id=g:6728279
Meunasah Lhung	id=g:6728280
Meunasah Alue	id=g:6728281
Jeumpa Seukureung	id=g:6728282
Blang Pohroh	id=g:6728283
Alue Lam Saba	id=g:6728284
Gunung Bayu	id=g:6728285
Gunung Kubuteungku	id=g:6728286
Air Lamsaba	id=g:6728287
Air Seutuy	id=g:6728288
Air Pantonbili	id=g:6728289
Krueng Inong	id=g:6728290
Krueng Puput	id=g:6728291
Krueng Teungoh	id=g:6728292
Krueng Boh Guda	id=g:6728293
Gle Sala	id=g:6728294
Air Raya	id=g:6728295
Gle Alue Seunong	id=g:6728296
Air Geulatang	id=g:6728297
Alur Garu	id=g:6728298
Gunung Sala	id=g:6728299
Gunung Meunyeuy	id=g:6728300
Gunung Reuhat	id=g:6728301
Gunung Kayee Keunyet	id=g:6728302
Gunung Seureudeng	id=g:6728303
Air Puntong	id=g:6728304
Gunung Teurawah Ciko	id=g:6728305
Air Pangeran	id=g:6728306
Air Kota Betam	id=g:6728307
Gunung Panas	id=g:6728308
Cot Alipaya	id=g:6728309
Air Geudong	id=g:6728310
Cot Leuboy	id=g:6728311
Cot Teungkunibung	id=g:6728312
Air Sayeung	id=g:6728313
Air Buloh	id=g:6728314
Gle Loyang	id=g:6728315
Gle Padangbai	id=g:6728316
Gunung Jamurrejen	id=g:6728317
Gunung Kayu Kaleu Busan	id=g:6728318
Air Geudong	id=g:6728319
Air Eumpeuk	id=g:6728320
Gunung Mujrat Chik	id=g:6728321
Gunung Kareueng Rhieng	id=g:6728322
Air Sagala	id=g:6728323
Air Tukleumon	id=g:6728324
Air Lime	id=g:6728325
Gunung Male	id=g:6728326
Burni Batu Belah	id=g:6729240
Burni Jerik Terbang	id=g:6729241
Gunung Batu Kundul	id=g:6729242
Teluk Asicombu	id=g:6729726
Balojasa	id=g:6729727
Balowondrato	id=g:6729728
Danau Baua	id=g:6729729
Bawasawa	id=g:6729730
Bawusaloo	id=g:6729731
Binole	id=g:6729732
Pulau Bugi	id=g:6729733
Goso Buko	id=g:6729734
Erohulo	id=g:6729735
Fadoonowambu	id=g:6729736
Halomona	id=g:6729737
Pulau Hamutala	id=g:6729738
Pulau Heruanga	id=g:6729739
Hiligeo	id=g:6729740
Imana	id=g:6729741
Pulau Imana	id=g:6729742
Kafokalo	id=g:6729743
Sungai Lahomi	id=g:6729744
Pulau Langu	id=g:6729745
Pulau Lawandra	id=g:6729746
Maruhawa	id=g:6729747
Tanjung Obotokofa	id=g:6729748
Onolimbu	id=g:6729749
Orahibawogora	id=g:6729750
Gosong Pinang	id=g:6729751
Sakusaku	id=g:6729752
Pulau Siite	id=g:6729753
Sisiobandrao	id=g:6729754
Togimbogi	id=g:6729755
Mazingo	id=g:6729768
Fodorosifulubanuwa	id=g:6729769
Ie Gali	id=g:6729770
Lolomboli	id=g:6729771
Ie Mordo	id=g:6729772
Mandrehe	id=g:6729773
Hiliduho	id=g:6729774
Dangagari	id=g:6729775
Lauru	id=g:6729776
Hiligeo	id=g:6729777
Lolombol	id=g:6729778
Harefa	id=g:6729779
Ononamolo	id=g:6729780
Teolo	id=g:6729781
Ononjara	id=g:6729782
Sifaoroasi	id=g:6729783
Lahemboho	id=g:6729784
Tanjung Sebua	id=g:6729785
Tuheborua	id=g:6729786
Hiligeo	id=g:6729787
Ie Dumula	id=g:6729788
Hilisebuwa	id=g:6729789
Anauma	id=g:6729790
Harefandese	id=g:6729791
Lasara	id=g:6729792
Sifaroasi	id=g:6729793
Tanjung Namohesa	id=g:6729794
Tanjung Labsilaosi	id=g:6729795
Gunung Bolombawo	id=g:6729796
Banuwasibahow	id=g:6729797
Looanaa	id=g:6729798
Fulolo	id=g:6729799
Ombolata	id=g:6729800
Boirosi	id=g:6729801
Fulolo	id=g:6729802
Kabupaten Bireuen	id=g:6729814
Krueng Kuala Raja	id=g:6729815
Krueng Lancak	id=g:6729816
Kuala Kruengjuli	id=g:6729817
Krueng Juli Timur	id=g:6729818
Weue Jangka	id=g:6729819
Lancang Teungoh	id=g:6729820
Cot Usibak	id=g:6729821
Kariueng	id=g:6729822
Cot Kemuda Satu	id=g:6729823
Lancok	id=g:6729824
Lancok Pante Ara	id=g:6729825
Cotbada-baroh	id=g:6729826
Cot Glumpang	id=g:6729827
Cot Lagasawa	id=g:6729828
Ujung Blang Aron	id=g:6729829
Kuta Baro	id=g:6729830
Cot Batee	id=g:6729831
Cot Unoe	id=g:6729832
Lhok Awe Awe	id=g:6729833
Blang Cut Tunong	id=g:6729834
Krueng Juli Barat	id=g:6729835
Cot Geurundong	id=g:6729836
Lipah Cut	id=g:6729837
Ratee Timah	id=g:6729838
Lakmana	id=g:6729839
Cottrieng	id=g:6729840
Mon Jambe	id=g:6729841
Cot Bada Tunong	id=g:6729842
Cot Buket	id=g:6729843
Geulanggang Gampong	id=g:6729844
Geudong Teungoh	id=g:6729845
Geulanggang Teungoh	id=g:6729846
Cot Gapu	id=g:6729847
Geulanggang Kulam	id=g:6729848
Cot Kuta	id=g:6729849
Kampung Sague	id=g:6729850
Lhok Awe Teungoh	id=g:6729851
Cot Bada	id=g:6729852
Pulu Kiton	id=g:6729853
Geudong Alue	id=g:6729854
Geudong Geudong	id=g:6729855
Kampung Baru	id=g:6729856
Geudong Tampu	id=g:6729857
Cot Tarum Baroh	id=g:6729858
Meunasah Reuteuel	id=g:6729859
Karangrejo	id=g:6729860
Meunasah Blang	id=g:6729861
Cot Keutapang	id=g:6729862
Cot Tarum Tunong	id=g:6729863
Blangcot Baroh	id=g:6729864
Glumpangpayong	id=g:6729865
Abeuek Tingkeum	id=g:6729866
Cot Gadong	id=g:6729867
Cot Bada	id=g:6729868
Ujung Blang Mesjid	id=g:6729869
Kuala Jeumpa	id=g:6729870
Blangdalam	id=g:6729871
Teupak Tunong	id=g:6729872
Kampungbaru	id=g:6729873
Pulolawang	id=g:6729874
Blang Pulolawang	id=g:6729875
Blang Glumpang	id=g:6729876
Pulolawang	id=g:6729877
Sinebukpaya	id=g:6729878
Meunasahblang	id=g:6729879
Blangbirah	id=g:6729880
Meunasah Mesjid	id=g:6729881
Kukue	id=g:6729882
Kuala Kukue	id=g:6729883
Matang Reuleut	id=g:6729884
Blangkubu	id=g:6729885
Matanggirek	id=g:6729886
Alue Siron	id=g:6729887
Blang Me Timur	id=g:6729888
Taupin Keupula	id=g:6729889
Krueng Baru	id=g:6729890
Kuala Nalan	id=g:6729891
Sinebuk Seumawe	id=g:6729892
Padang Kasab	id=g:6729893
Blang Kasab	id=g:6729894
Blangusi	id=g:6729895
Kualanalan	id=g:6729896
Blangbeururu	id=g:6729897
Jabet	id=g:6729898
Krueng Bugeng	id=g:6729899
Arabungong	id=g:6729900
Garot	id=g:6729901
Meunasah Rabo	id=g:6729902
Meunasah Tambo	id=g:6729903
Meunasah Baroh	id=g:6729904
Pulu	id=g:6729905
Meunasah Krueng	id=g:6729906
Meunasah Tengah	id=g:6729907
Klas Tiga	id=g:6729908
Meunasah Alue	id=g:6729909
Gronggong-baroh	id=g:6729910
Meunasah Tunong	id=g:6729911
Blang Matang	id=g:6729912
Meunasah Bungo	id=g:6729913
Meunasah Payabunot	id=g:6729914
Puloaro	id=g:6729915
Alue Rheng	id=g:6729916
Blangbati	id=g:6729917
Paluh Seulimeng	id=g:6729918
Blang Seupeueng	id=g:6729919
Abuek Usong	id=g:6729920
Blang Gandai	id=g:6729921
Blangme	id=g:6729922
Cot Ulim	id=g:6729923
Cot Teusong	id=g:6729924
Krueng Peutatap	id=g:6729925
Seulembah	id=g:6729926
Blang Seunong	id=g:6729927
Cot Iboih	id=g:6729928
Blang Reum	id=g:6729929
Paya Geudubang	id=g:6729930
Meunasah Dayak	id=g:6729931
Meunasah Capa	id=g:6729932
Meunasah Bireuen	id=g:6729933
Tengku Digadong	id=g:6729934
Blang Reuling	id=g:6729935
Bukit Teukuih	id=g:6729936
Paya Rehat	id=g:6729937
Uleuen Bunta	id=g:6729938
Cot Jrat	id=g:6729939
Cot Peuteih	id=g:6729940
Gunung Babahkareu	id=g:6729941
Meunasah Tambo	id=g:6729942
Meunasah Bara	id=g:6729943
Meunasah Juk	id=g:6729944
Keude Dua	id=g:6729945
Meunasah Tanjung	id=g:6729946
Paluh Panyang	id=g:6729947
Kubutungkulagamaneh	id=g:6729948
Cot Paluhraya	id=g:6729949
Seunebok Ihong	id=g:6729950
Alue Lhong	id=g:6729951
Cot Abeuekusong	id=g:6729952
Cot Alue Keumuneng	id=g:6729953
Cot Paluhsilimeng	id=g:6729954
Paya Jaloh	id=g:6729955
Paya Laat	id=g:6729956
Paya Laut	id=g:6729957
Caplibuta	id=g:6729958
Alue Sejuk	id=g:6729959
Cot Laot	id=g:6729960
Blangrangkuluh	id=g:6729961
Palohkubu	id=g:6729962
Alue Kumbang	id=g:6729963
Cot Keutapang	id=g:6729964
Hagu	id=g:6729965
Cot Glumpang	id=g:6729966
Pulo Raya	id=g:6729967
Pulahpupu	id=g:6729968
Rambongpayong	id=g:6729969
Sinebuk Aceh	id=g:6729970
Uteuen Seukumbang	id=g:6729971
Tupah Satu	id=g:6729972
Tupah Dua	id=g:6729973
Tanjungbengong	id=g:6729974
Lueng Tengah	id=g:6729975
Lampah	id=g:6729976
Pulo Rangkileh	id=g:6729977
Pulaibaih	id=g:6729978
Ulee Blang	id=g:6729979
Uteunpupaleh	id=g:6729980
Alue Seutui	id=g:6729981
Darulaman	id=g:6729982
Sampaiajat	id=g:6729983
Uteuen Rungkam	id=g:6729984
Alue Lancakbungo	id=g:6729985
Paya Abakrahman	id=g:6729986
Balai Daka	id=g:6729987
Meunasahlawang	id=g:6729988
Jaba	id=g:6729989
Tanjung Selamat	id=g:6729990
Alue Keutapang	id=g:6729991
Paya Sikameh	id=g:6729992
Bukitpaya	id=g:6729993
Cot Slamat	id=g:6729994
Cot Genting	id=g:6729995
Alue Unoe	id=g:6729996
Meunasah Seuping	id=g:6729997
Meunasah Lampoh	id=g:6729998
Glumpang Meunjiun Jiun	id=g:6729999
Gunung Glelamroja	id=g:6730000
Alue Lho	id=g:6730001
Mane Maujingki	id=g:6730002
Cot Kala	id=g:6730003
Seuneubok Gunci	id=g:6730004
Meunasah Me Tengoh	id=g:6730005
Abeuek Budi	id=g:6730006
Krueng Wie	id=g:6730007
Cot Mataair	id=g:6730008
Blang Keutumba	id=g:6730009
Batee Raya	id=g:6730010
Cot Karueng Seumpung Manok	id=g:6730011
Cot Reuling	id=g:6730012
Bukit Usi	id=g:6730013
Cot Kruet	id=g:6730014
Alue Gandai	id=g:6730015
Alue Kala	id=g:6730016
Aluekala	id=g:6730017
Aluekumbang	id=g:6730018
Leubokseutuy	id=g:6730019
Alue Glumpang Cumpung Tiong	id=g:6730020
Cot Bateekureeng	id=g:6730021
Paya Garap	id=g:6730022
Alue Garap	id=g:6730023
Suyoh	id=g:6730024
Gunung Lubuktrieng	id=g:6730025
Paya Cut	id=g:6730026
Beuyot	id=g:6730027
Pante Baru	id=g:6730028
Taupin Mane	id=g:6730029
Lubuk Iboh	id=g:6730030
Alue Sarohkeubeue	id=g:6730031
Simpangjaya	id=g:6730032
Alue Runeu	id=g:6730033
Gunung Meulinteueng	id=g:6730034
Gunung Punceuk	id=g:6730035
Gunung Bateegusuek	id=g:6730036
Alue Peuneulien	id=g:6730037
Alue Neubosimane	id=g:6730038
Alue Neubobeurabo	id=g:6730039
Cot Hagu	id=g:6730040
Gunung Bateemato	id=g:6730041
Alue Keumuneng	id=g:6730042
Krueng Teumbo	id=g:6730043
Gunung Seuleugohalim	id=g:6730044
Gunung Sangkilat	id=g:6730045
