Du Bois-Jefferson County Airport	id=g:5187437
Hairy Spring	id=g:5192361
Hairy Springs Hollow	id=g:5192362
Haines	id=g:5192363
Hakes Hollow	id=g:5192364
Hal H Clark County	id=g:5192365
Haldeman Island	id=g:5192366
Haldeman Island	id=g:5192367
Haldeman Riffles	id=g:5192368
Haldeman State Forest	id=g:5192369
Hale	id=g:5192370
Hale Cemetery	id=g:5192371
Hale Mountain	id=g:5192372
Hale School	id=g:5192373
Haleeka	id=g:5192374
Hales Airport	id=g:5192375
Half Crown Run	id=g:5192376
Haldeman Cemetery	id=g:5192377
Half Falls Mountain	id=g:5192378
Half Mile Run	id=g:5192379
Half Falls	id=g:5192380
Half Moon Swamp	id=g:5192381
Half Penny Barn Tunnel	id=g:5192382
Half Way House	id=g:5192383
Halfmoon Creek	id=g:5192384
Half Mile Trail	id=g:5192385
Halfmoon Swamp	id=g:5192386
Halfmoon Valley	id=g:5192387
Halfmoon Lake	id=g:5192388
Halfville	id=g:5192389
Halfway Dam	id=g:5192390
Halfway House	id=g:5192391
Halfway Lake	id=g:5192392
Halfway Run	id=g:5192393
Township of Halfmoon	id=g:5192394
Halifax Area Elementary School	id=g:5192395
Halifax Area High School	id=g:5192396
Borough of Halifax	id=g:5192397
Township of Halifax	id=g:5192398
Hall	id=g:5192399
Hall Church	id=g:5192400
Hall Hollow	id=g:5192401
Hall Mountain	id=g:5192402
Hall P O (historical)	id=g:5192403
Hall Pond	id=g:5192404
Hall Pond	id=g:5192405
Hall Run	id=g:5192406
Hall Run	id=g:5192407
Halifax	id=g:5192408
Hall Spring (historical)	id=g:5192409
Hall Station	id=g:5192410
Hall Trail	id=g:5192411
Hall's Mill Covered Bridge	id=g:5192412
Hallam	id=g:5192413
Hallam School Two (historical)	id=g:5192414
Borough of Hallam	id=g:5192415
Hallman	id=g:5192416
Hallman Dam	id=g:5192417
Hallowell	id=g:5192418
Hallowell Elementary School	id=g:5192419
Hallowing Run	id=g:5192420
Hall School	id=g:5192421
Hallowood Lake Dam	id=g:5192422
Halls	id=g:5192423
Halls Corners	id=g:5192424
Halls Grove School (historical)	id=g:5192425
Halls Hill	id=g:5192426
Halls Pond	id=g:5192427
Halls Run	id=g:5192428
Halls Run	id=g:5192429
Hallowood Lake	id=g:5192430
Hallstead	id=g:5192431
Hallstead Airport	id=g:5192432
Borough of Hallstead	id=g:5192433
Hallston	id=g:5192434
Hallton	id=g:5192435
Hallton Gas Field	id=g:5192436
Hallwood	id=g:5192437
Halsey	id=g:5192438
Halsey Gas Field	id=g:5192439
Halsey Trail	id=g:5192440
Halter Creek	id=g:5192441
Halls Station	id=g:5192442
Hambright School	id=g:5192443
Hamburg	id=g:5192444
Hamburg Dam	id=g:5192445
Hamburg Reservoir	id=g:5192446
Hamburg Tuberculosis Sanatorium	id=g:5192447
Borough of Hamburg	id=g:5192448
Hamestring Run	id=g:5192449
Hamblin Hill School	id=g:5192450
Hamilton	id=g:5192451
Hamilton	id=g:5192452
Hamilton Avenue School (historical)	id=g:5192453
Hamilton Bank Heliport	id=g:5192454
Hamilton Corners	id=g:5192455
Hamilton Court	id=g:5192456
Hamilton Court	id=g:5192457
Hamilton Elementary School	id=g:5192458
Hamilton Elementary School	id=g:5192459
Hamilton Elementary School	id=g:5192460
Hamilton Heliport	id=g:5192461
Hamilton Hills South	id=g:5192462
Hamilton Hollow	id=g:5192463
Hamilton	id=g:5192464
Hamilton Lake Dam	id=g:5192465
Hamilton Mall	id=g:5192466
Hamilton Park	id=g:5192467
Hamilton Ridge	id=g:5192468
Hamilton Run	id=g:5192469
Hamilton Lake	id=g:5192470
Hamilton Run	id=g:5192471
Hamilton Run	id=g:5192472
Hamilton Run	id=g:5192473
Hamilton School	id=g:5192474
Hamilton School	id=g:5192475
Hamilton School	id=g:5192476
Hamilton School	id=g:5192477
Hamilton School (historical)	id=g:5192478
Hamilton Square	id=g:5192479
Hamilton Station	id=g:5192480
Hamilton Township Elementary School	id=g:5192481
Township of Hamilton	id=g:5192482
Township of Hamilton	id=g:5192483
Township of Hamilton	id=g:5192484
Hamlin	id=g:5192485
Hamlin	id=g:5192486
Hamlin Cemetery	id=g:5192487
Hamlin Lake	id=g:5192488
Hamlin Lake Park Dam	id=g:5192489
Hamlin Run	id=g:5192490
Hamlin School (historical)	id=g:5192491
Hamlin Station	id=g:5192492
Township of Hamlin	id=g:5192493
Hamline Church	id=g:5192494
Hammer Creek	id=g:5192495
Hamilton School	id=g:5192496
Hammer Hollow	id=g:5192497
Hammer Creek Church	id=g:5192498
Hammersley	id=g:5192499
Hammersley Fork	id=g:5192500
Hammersley Fork	id=g:5192501
Hammers Field (historical)	id=g:5192502
Hammett	id=g:5192503
Hammond	id=g:5192504
Hammond Creek	id=g:5192505
Hammersley Trail	id=g:5192506
Hammond Lake	id=g:5192507
Hammond Run	id=g:5192508
Hammond Dam	id=g:5192509
Hammonds Rocks Trail	id=g:5192510
Hammondville	id=g:5192511
Hamon Covered Bridge	id=g:5192512
Hamot Hospital	id=g:5192513
Hamot Medical Center Airport	id=g:5192514
Hampden Industrial Park	id=g:5192515
Hampden Park	id=g:5192516
Hampden School	id=g:5192517
Hampden Square	id=g:5192518
Hampden Village Mobile Home Park	id=g:5192519
Township of Hampden	id=g:5192520
Hampshires Shaft	id=g:5192521
Hampson Family Cemetery	id=g:5192522
Hampton Bridge	id=g:5192523
Hampton Cemetery	id=g:5192524
Hampton Dam	id=g:5192525
Hampton Estates	id=g:5192526
Hampton Greens	id=g:5192527
Hampton High School	id=g:5192528
Hampton Hills	id=g:5192529
Hampton Hills	id=g:5192530
Hampton Middle School	id=g:5192531
Hampton Shaft	id=g:5192532
Hampton Station	id=g:5192533
Hampton Towne	id=g:5192534
Hampton Trail	id=g:5192535
Township of Hampton	id=g:5192536
Hanatown School	id=g:5192537
Hanawas Sachem Cemetery	id=g:5192538
Hancock	id=g:5192539
Hancock Elementary School	id=g:5192540
Hancock Elementary School	id=g:5192541
Hancock Hollow	id=g:5192542
Hammonds Rocks	id=g:5192543
Hand Brook	id=g:5192544
Hand Junior High School	id=g:5192545
Handsome Lake Campground	id=g:5192546
Handsome Pond	id=g:5192547
Hanen Run	id=g:5192548
Hancock School (historical)	id=g:5192549
Haneyville	id=g:5192550
Haneyville Church	id=g:5192551
Hankins Pond	id=g:5192552
Hankins Pond Dam	id=g:5192553
Hankins School (historical)	id=g:5192554
Hanley	id=g:5192555
Hanley Fire Tower	id=g:5192556
Hanlin Station	id=g:5192557
Hanlon Hill	id=g:5192558
Hanlon Hill Cemetery	id=g:5192559
Hanlon Hill School (historical)	id=g:5192560
Hanlon Mountain	id=g:5192561
Hann Hill	id=g:5192562
Hanna Cemetery	id=g:5192563
Hanna Park	id=g:5192564
Hannah	id=g:5192565
Hannahstown	id=g:5192566
Hannas Knob	id=g:5192567
Hannas Run	id=g:5192568
Haney Airport	id=g:5192569
Hannastown Country Club	id=g:5192570
Hannasville	id=g:5192571
Hanneman Hospital	id=g:5192572
Hanover	id=g:5192573
Hanover	id=g:5192574
Hanover Acres	id=g:5192575
Hanover Cemetery	id=g:5192576
Hanover Cemetery	id=g:5192577
Hanover Church	id=g:5192578
Hanover Court	id=g:5192579
Hanover Elementary School	id=g:5192580
Hanover Green	id=g:5192581
Hanover Heights	id=g:5192582
Hanover Hills	id=g:5192583
Hanover Reservoir	id=g:5192584
Hanover Township Municipal Park	id=g:5192585
Hanover Township School	id=g:5192586
Township of Hanover	id=g:5192587
Township of Hanover	id=g:5192588
Township of Hanover	id=g:5192589
Township of Hanover	id=g:5192590
Township of Hanover	id=g:5192591
Hanoverdale	id=g:5192592
Hanoverville	id=g:5192593
Hans Graf School	id=g:5192594
Hans Yost Creek	id=g:5192595
Hannastown	id=g:5192596
Hanson Hollow	id=g:5192597
Hansen Airport	id=g:5192598
Happy Retreat	id=g:5192599
Happy Valley	id=g:5192600
Happy Valley Golf Course	id=g:5192601
Har Brac Trail	id=g:5192602
Har Nebo Cemetery	id=g:5192603
Har-Mer Elementary School	id=g:5192604
Harbar Acres Lake	id=g:5192605
Harbison	id=g:5192606
Harbolds School	id=g:5192607
Harbor	id=g:5192608
Harbor Basin	id=g:5192609
Harbor Basin	id=g:5192610
Harbor Bridge	id=g:5192611
Harbor Church Cemetery	id=g:5192612
Harbor Creek Youth Services	id=g:5192613
Harbor Hall School	id=g:5192614
Harbor Mills School (historical)	id=g:5192615
Harbor Mountain	id=g:5192616
Harbor Ridge Church	id=g:5192617
Harbor Run	id=g:5192618
Happy Hollow Recreation Center	id=g:5192619
Harbor Turning Basin	id=g:5192620
Harborcreek	id=g:5192621
Harborcreek Junior-Senior High School	id=g:5192622
Harborcreek Mall	id=g:5192623
Harborcreek School for Boys	id=g:5192624
Township of Harborcreek	id=g:5192625
Harbridge Run	id=g:5192626
Harbor Turning Basin	id=g:5192627
Hardes Hollow	id=g:5192628
Harcum Junior College	id=g:5192629
Harding	id=g:5192630
Harding Cemetery	id=g:5192631
Harding Corners	id=g:5192632
Harding Elementary School	id=g:5192633
Harding Junior High School	id=g:5192634
Harding Pond	id=g:5192635
Harding School	id=g:5192636
Harding School	id=g:5192637
Harding School	id=g:5192638
Hardings Run	id=g:5192639
Hardies Lake	id=g:5192640
Hardscrabble Hollow	id=g:5192641
Hardwood Ridge	id=g:5192642
Hardwood Trail	id=g:5192643
Hardy	id=g:5192644
Hare School	id=g:5192646
Hares Valley	id=g:5192647
Hardwood Trail	id=g:5192648
Hares Valley Creek	id=g:5192649
Harford	id=g:5192650
Harkness	id=g:5192651
Harkness Cemetery	id=g:5192652
Harkness School (historical)	id=g:5192653
Harlam Camp	id=g:5192654
Harlan	id=g:5192655
Harlansburg	id=g:5192656
Harleigh	id=g:5192657
Harleigh Junction	id=g:5192658
Harlem	id=g:5192659
Harley Cemetery	id=g:5192660
Harley Corners	id=g:5192661
Harleysville	id=g:5192662
Harlow Pond	id=g:5192663
Harmar Heights	id=g:5192664
Township of Harmar	id=g:5192665
Harmarville	id=g:5192666
Harmarville Church	id=g:5192667
Harmarville Rehabilitation Center	id=g:5192668
Harmon Creek	id=g:5192669
Township of Harford	id=g:5192670
Harmon Refuse Bank Dam	id=g:5192671
Harmonsburg	id=g:5192672
Harmonsburg Station	id=g:5192673
Harmonson Corners	id=g:5192674
Harmontown	id=g:5192675
Harmonville	id=g:5192676
Harmonville Impounding Basin	id=g:5192677
Harmony	id=g:5192678
Harmony	id=g:5192679
Harmony	id=g:5192680
Harmony Cemetery	id=g:5192681
Harmony Cemetery	id=g:5192682
Harmony Church	id=g:5192683
Harmony Church	id=g:5192684
Harmony Church	id=g:5192685
Harmony Church	id=g:5192686
Harmony Ferry (historical)	id=g:5192688
Harmony Grange	id=g:5192689
Harmony Grove	id=g:5192690
Harmony Grove Cemetery	id=g:5192691
Harmony Grove Church	id=g:5192692
Harmony Hall	id=g:5192693
Harmony Hall School	id=g:5192694
Harmony Hills	id=g:5192695
Harmony Junction	id=g:5192696
Harmony Ridge	id=g:5192697
Harmony School (historical)	id=g:5192698
Harmony Township Community Center	id=g:5192699
Borough of Harmony	id=g:5192700
Township of Harmony	id=g:5192701
Township of Harmony	id=g:5192702
Township of Harmony	id=g:5192703
Harmonyville	id=g:5192704
Harner Bridge	id=g:5192705
Harnish Run	id=g:5192706
Harmon Island	id=g:5192707
Harper Tavern	id=g:5192708
Harpers	id=g:5192709
Harpers	id=g:5192710
Harpers Hollow Park	id=g:5192711
Harpers Memorial Park	id=g:5192712
Harpers Run	id=g:5192713
Harper Hill Church	id=g:5192714
Harrier Hollow	id=g:5192715
Harrer School (historical)	id=g:5192716
Harris Acres	id=g:5192717
Harris Bridge	id=g:5192718
Harris Corners	id=g:5192719
Harris High School	id=g:5192720
Harris Island	id=g:5192721
Harris Island	id=g:5192722
Harris Pond	id=g:5192723
Harris Pond Dam	id=g:5192724
Township of Harris	id=g:5192725
Harrisburg	id=g:5192726
Harrisburg	id=g:5192727
Harrisburg Academy	id=g:5192728
Harrisburg Area Community College	id=g:5192729
Harrisburg Cemetery	id=g:5192730
Harrisburg Christian School	id=g:5192731
Harrisburg Country Club	id=g:5192732
Harrisburg East Mall	id=g:5192733
Harrisburg Industrial Park	id=g:5192734
Harrisburg International Airport-Olmsted Field	id=g:5192735
Harrisburg Run	id=g:5192736
Harrigton Trail	id=g:5192737
Harrisburg Sportsman Club	id=g:5192738
Harrisburg State Hospital	id=g:5192739
City of Harrisburg	id=g:5192740
Harrison Cemetery	id=g:5192741
Harrison City	id=g:5192742
Harrison Hills County Park	id=g:5192743
Harrison Hollow	id=g:5192744
Harrisburg Shopping Center	id=g:5192745
Harrison Lookout	id=g:5192746
Harrison Manns Choice Community Center	id=g:5192747
Harrison Run	id=g:5192748
Harrison Junior High School	id=g:5192749
Harrison Valley	id=g:5192750
Harrison Wright Falls	id=g:5192751
Township of Harrison	id=g:5192752
Township of Harrison	id=g:5192753
Harrison-Morton High School	id=g:5192754
Harristown	id=g:5192755
Harrisville	id=g:5192756
Harrisville Station	id=g:5192757
Borough of Harrisville	id=g:5192758
Harriton Dam	id=g:5192759
Harriton High School	id=g:5192760
Harrity	id=g:5192761
Harrold Junior High School	id=g:5192762
Harrolds Cemetery	id=g:5192763
Harrow	id=g:5192764
Harrowed Trail	id=g:5192765
Harrts Run (historical)	id=g:5192766
Harrison School	id=g:5192767
Harry E Breaker Station	id=g:5192768
Harry S Truman Elementary School	id=g:5192769
Harry S Truman High School	id=g:5192770
Harry W Lockley Elementary School	id=g:5192771
Harrys Valley	id=g:5192772
Harry E Braker Dam Number One	id=g:5192773
Harshaville	id=g:5192774
Hart Lake Dam	id=g:5192775
Hart Run	id=g:5192776
Harsco Heliport	id=g:5192777
Hart School	id=g:5192778
Hart Scout Camp	id=g:5192779
Hartenstine Creek	id=g:5192780
Hart Run	id=g:5192781
Hartford Heights Elementary School	id=g:5192782
Harthegig Run	id=g:5192783
Harter School	id=g:5192784
Hartle Hollow	id=g:5192785
Hartleton	id=g:5192786
Borough of Hartleton	id=g:5192787
Hartley	id=g:5192788
Hartley Hill	id=g:5192789
Hartley Pond	id=g:5192790
Township of Hartley	id=g:5192791
Hartline Camp	id=g:5192792
Hartman Center Church	id=g:5192793
Hartman Hollow	id=g:5192794
Hartleton Cemetery	id=g:5192795
Hartman Run	id=g:5192796
Hartman Junior High School	id=g:5192797
Hartman Run	id=g:5192798
Hartman School	id=g:5192799
Hartman School (historical)	id=g:5192800
Hartman Trail	id=g:5192801
Hartmanns Deep Valley Golf Course	id=g:5192802
Hartmens School	id=g:5192803
Hartranet Station	id=g:5192804
Hartranft School	id=g:5192805
Harts Creek	id=g:5192806
Hartman School	id=g:5192807
Harts Run	id=g:5192808
Harts Mill	id=g:5192809
Harts Run	id=g:5192810
Harts Trail	id=g:5192811
Hartshorn Run	id=g:5192812
Hartsfield	id=g:5192813
Hartslog Valley	id=g:5192814
Hartstown	id=g:5192815
Hartsville	id=g:5192816
Hartsville Manor	id=g:5192817
Hartsville Park	id=g:5192818
Hartwood Acres Park	id=g:5192819
Hartzell (historical)	id=g:5192820
Hartzell School	id=g:5192821
Hartzell School	id=g:5192822
Hartzells Ferry	id=g:5192823
Hartzells Ferry (historical)	id=g:5192824
Hartzler Cemetery	id=g:5192825
Hartzler Hollow	id=g:5192826
Hartstown Golf Course	id=g:5192827
Harvest Hills	id=g:5192828
Harvest Hills	id=g:5192829
Harvey Junction	id=g:5192830
Harvey Junction Station	id=g:5192831
Harvey School (historical)	id=g:5192832
Harveys Creek	id=g:5192833
Harvest Acres	id=g:5192834
Harveys Lake	id=g:5192835
Borough of Harveys Lake	id=g:5192836
Harveys Run	id=g:5192837
Harveys Run	id=g:5192838
Harveys Run	id=g:5192839
Harveys Lake	id=g:5192840
Harwick	id=g:5192841
Harwood	id=g:5192842
Harwood Junction Station	id=g:5192843
Harwood Mines Post Office	id=g:5192844
Hasbrouck Hill	id=g:5192845
Haskell Hollow	id=g:5192846
Harveyville	id=g:5192847
Hasker Hollow	id=g:5192848
Haskill Station	id=g:5192849
Haslets Corner	id=g:5192850
Haslett Run	id=g:5192851
Haskins Dam	id=g:5192852
Hassingers Church	id=g:5192853
Hassler Meadows	id=g:5192854
Hassler Run	id=g:5192855
Hassinger School	id=g:5192856
Hasson Heights Elementary School	id=g:5192857
Hastings	id=g:5192858
Hastings	id=g:5192859
Hastings Branch	id=g:5192860
Hasson Heights	id=g:5192861
Borough of Hastings	id=g:5192862
Hatboro	id=g:5192863
Hatboro Cemetery	id=g:5192864
Borough of Hatboro	id=g:5192865
Hatboro-Horsham Senior High School	id=g:5192866
Hatch Cemetery	id=g:5192867
Hatch Corners	id=g:5192868
Hatch Hollow Church	id=g:5192869
Hatch Hollow School	id=g:5192870
Hatch Mountain	id=g:5192871
Hatch Run	id=g:5192872
Hatch School	id=g:5192873
Hatch School	id=g:5192874
Hatch School	id=g:5192875
Hatchery (historical)	id=g:5192876
Hatchtown	id=g:5192877
Hatfield	id=g:5192878
Borough of Hatfield	id=g:5192879
Township of Hatfield	id=g:5192880
Hathaway Lake	id=g:5192881
Hathaway Pond Dam	id=g:5192882
Hatton	id=g:5192883
Hatville	id=g:5192884
Hatville School	id=g:5192885
Haucks	id=g:5192886
Hauckville	id=g:5192887
Hauers Church	id=g:5192888
Haupt School	id=g:5192889
Haupts Mill Bridge	id=g:5192890
Hause School	id=g:5192891
Hauto	id=g:5192892
Hauto Dam	id=g:5192893
Hauto Station	id=g:5192894
Havely Cemetery	id=g:5192895
Haven Croft	id=g:5192896
Haven Rest Memorial Park Cemetery	id=g:5192897
Havens Run	id=g:5192898
Hastings Run	id=g:5192899
Haverford College	id=g:5192900
Haverford Station	id=g:5192901
Havice Creek	id=g:5192902
Havice Gap	id=g:5192903
Havice Mountain	id=g:5192904
Havice Spring	id=g:5192905
Havice Valley	id=g:5192906
Haverford	id=g:5192907
Hawk Mountain	id=g:5192908
Hawk Mountain Dam	id=g:5192909
Hawk Mountain Sanctuary	id=g:5192910
Hawk Rock	id=g:5192911
Hawk Run	id=g:5192912
Hawk Falls	id=g:5192913
Hawk Run	id=g:5192914
Hawk Run	id=g:5192915
Hawk Run	id=g:5192916
Hawk Valley Public Golf Course	id=g:5192917
Hawkey Pond	id=g:5192918
Hawkey Run	id=g:5192919
Hawk Run	id=g:5192920
Hawkins Field	id=g:5192921
Hawks Nest	id=g:5192922
Hawks Nest Run	id=g:5192923
Hawkeye	id=g:5192924
Hawley	id=g:5192925
Hawley Water Company Dam	id=g:5192926
Borough of Hawley	id=g:5192927
Hawn Cemetery (historical)	id=g:5192928
Hawns Bridge	id=g:5192929
Hawns Overlook	id=g:5192930
Hawns Run	id=g:5192931
Hawns Run	id=g:5192932
Hawktown	id=g:5192933
Hawstone	id=g:5192934
Hawstone Overlook	id=g:5192935
Hawthorn	id=g:5192936
Borough of Hawthorn	id=g:5192937
Hawthorne Corners	id=g:5192938
Hawthorne School	id=g:5192939
Hawthorne School	id=g:5192940
Hawthorne Valley Golf Course	id=g:5192941
Hay Creek	id=g:5192942
Hawstone	id=g:5192943
Hay School	id=g:5192944
Haycock Brigade Field	id=g:5192945
Haycock Church	id=g:5192946
Haycock Creek	id=g:5192947
Hay School	id=g:5192948
Haycock Mountain	id=g:5192949
Haycock Township Municipal Building	id=g:5192950
Township of Haycock	id=g:5192951
Hayes Hollow	id=g:5192952
Haycock Elementary School	id=g:5192953
Hayes Run	id=g:5192954
Hayes Mill Trail	id=g:5192955
Hayfield Hollow	id=g:5192956
Hayes School	id=g:5192957
Haym Solomon Memorial Park	id=g:5192958
Haymaker	id=g:5192959
Haymakers Run	id=g:5192960
Township of Hayfield	id=g:5192961
Haynan Creek	id=g:5192962
Haynes Mill	id=g:5192963
Hays Avenue School	id=g:5192964
Hays Cemetery	id=g:5192965
Hays Corner	id=g:5192966
Hays Grove	id=g:5192967
Hays Lookout Tower	id=g:5192968
Hays Mill	id=g:5192969
Hays Run	id=g:5192970
Hays School	id=g:5192971
Hays School	id=g:5192972
Hays Station	id=g:5192973
Hays-Fearon Cemetery	id=g:5192974
Hayshire	id=g:5192975
Hayshire Elementary School	id=g:5192976
Hayshire United Church of Christ	id=g:5192977
Haystack Mountain	id=g:5192978
Haystacks	id=g:5192979
Haystacks Rapids	id=g:5192980
Haysville	id=g:5192981
Haysville	id=g:5192982
Borough of Haysville	id=g:5192983
Hazard	id=g:5192984
Hazard Pond	id=g:5192985
Hazard School	id=g:5192986
Hazel Dell School	id=g:5192987
Hazel Dell School	id=g:5192988
Hazel Dell School	id=g:5192989
Hazel Hurst	id=g:5192990
Hazel Kirk	id=g:5192991
Hazelbach Creek	id=g:5192992
Hays	id=g:5192993
Hazelet Run	id=g:5192994
Hazelet Church	id=g:5192995
Hazeltine School (historical)	id=g:5192996
Hazelton Mills	id=g:5192997
Hazelton School (historical)	id=g:5192998
Hazelwood	id=g:5192999
Hazelwood Station	id=g:5193000
Hazen	id=g:5193001
Hazen	id=g:5193002
Hazen Run	id=g:5193003
Hazeltine Corners	id=g:5193004
Hazle Cemetery	id=g:5193005
Hazle Creek	id=g:5193006
Hazle Brook Station	id=g:5193007
Hazle Creek Junction Station	id=g:5193008
Township of Hazle	id=g:5193009
Hazlebrook	id=g:5193010
Hazleton	id=g:5193011
Hazleton Area Career Center	id=g:5193012
Hazleton General Hospital	id=g:5193013
Hazleton Junction	id=g:5193014
Hazleton Junction	id=g:5193015
Hazleton Municipal Airport	id=g:5193016
Hazleton Shaft Breaker Station	id=g:5193017
Hazleton Station	id=g:5193018
Hazleton Water Works	id=g:5193019
City of Hazleton	id=g:5193020
Hazlett School (historical)	id=g:5193021
Hazlett School (historical)	id=g:5193022
Hazlett Theater	id=g:5193023
Hazzard Dam	id=g:5193024
Headgate Hollow	id=g:5193025
Hazle Creek Bridge	id=g:5193026
Headley Brook	id=g:5193027
Headley Trace	id=g:5193028
Healey Hollow	id=g:5193029
Headrick Union Cemetery	id=g:5193030
Heart Lake	id=g:5193031
Heart Lake	id=g:5193032
Heart Lake	id=g:5193033
Hearts Content	id=g:5193034
Hearts Content Recreation Site	id=g:5193035
Hearts Content Recreation Site	id=g:5193036
Heath	id=g:5193037
Heath Hollow	id=g:5193038
Heard Memorial School	id=g:5193039
Heath Hollow	id=g:5193040
Heath Hollow	id=g:5193041
Heath Pumping Station	id=g:5193042
Heath Run	id=g:5193043
Heath Trail	id=g:5193044
Heathville	id=g:5193045
Heaton	id=g:5193046
Heaton Station	id=g:5193047
Heaton Station	id=g:5193048
Heaton Station	id=g:5193049
Hebe	id=g:5193050
Heberlig	id=g:5193051
Heberling School	id=g:5193052
Heberling School (historical)	id=g:5193053
Heberly Run	id=g:5193054
Township of Heath	id=g:5193055
Hebron	id=g:5193056
Hebron	id=g:5193057
Hebron Cemetery	id=g:5193058
Hebron Center	id=g:5193059
Hebron Church	id=g:5193060
Hebron Church	id=g:5193061
Hebron Elementary	id=g:5193062
Hebron School (historical)	id=g:5193063
Township of Hebron	id=g:5193064
Hecht School	id=g:5193065
Heckathorn Church	id=g:5193066
Heckendorn Gap	id=g:5193067
Heckert Gap	id=g:5193068
Heckler School	id=g:5193069
Heckman Cemetery	id=g:5193070
Heckman Hollow	id=g:5193071
Hebrew School	id=g:5193072
Heckscherville	id=g:5193073
Heckton	id=g:5193074
Heckton Church	id=g:5193075
Hecktown	id=g:5193076
Hecktown School	id=g:5193077
Hecla	id=g:5193078
Hecla Gap	id=g:5193079
Hecla Park	id=g:5193080
Hector	id=g:5193081
Township of Hector	id=g:5193082
Hedge Ridge	id=g:5193083
Hedgehog Hollow	id=g:5193084
Heckman Ridge	id=g:5193085
Hedgehog Hollow	id=g:5193086
Hedgehog Point	id=g:5193087
Hedgehog Run	id=g:5193088
Hedgehog Trail	id=g:5193089
Hedges Lakes	id=g:5193090
Heebnerville	id=g:5193091
Heffners Bridge	id=g:5193092
Hefren Run	id=g:5193093
Hedgehog Trail	id=g:5193094
Hegins	id=g:5193095
Township of Hegins	id=g:5193096
Hegins-Hubley School	id=g:5193097
Heichel Run	id=g:5193098
Hegarty Crossroads	id=g:5193099
Heidelberg Cemetery	id=g:5193100
Heidelberg Church	id=g:5193101
Heidelberg Church	id=g:5193102
Heidelberg School (historical)	id=g:5193103
Heidelberg Shaft (historical)	id=g:5193104
Borough of Heidelberg	id=g:5193105
Township of Heidelberg	id=g:5193106
Township of Heidelberg	id=g:5193107
Township of Heidelberg	id=g:5193108
Heidrich Scales Station	id=g:5193109
Heidrich Station	id=g:5193110
Heights Bridge	id=g:5193111
Heights Murray Elementary School	id=g:5193112
Heights of Newtown	id=g:5193113
Heil Park	id=g:5193114
Heilman	id=g:5193115
Heilman Church	id=g:5193116
Heilman Dam	id=g:5193117
Heilmandale	id=g:5193118
Heilwood	id=g:5193119
Heimple Park	id=g:5193120
Heineman Airport	id=g:5193121
Heinly School	id=g:5193122
Heintz Trail	id=g:5193123
Heinz Camp	id=g:5193124
Heinz Field	id=g:5193125
Heinz Hall	id=g:5193126
Heinz Hall Memorial Chapel	id=g:5193127
Heinz Hill	id=g:5193128
Heise Run	id=g:5193129
Heise Run	id=g:5193130
Heise Run School	id=g:5193131
Heisters Creek	id=g:5193132
Heidelberg	id=g:5193133
Helen Mills	id=g:5193134
Helfenstein	id=g:5193135
Helfrichs Spring	id=g:5193136
Helfrichsville	id=g:5193137
Helfricks Heliport	id=g:5193138
Helixville	id=g:5193139
Hell Creek	id=g:5193140
Helen Furnace	id=g:5193141
Hell Hollow	id=g:5193142
Hell Hollow Trail	id=g:5193143
Hell Run	id=g:5193144
Hell Kitchen Gap	id=g:5193145
Hellam Post Office	id=g:5193146
Township of Hellam	id=g:5193147
Heller Church	id=g:5193148
Hellertown	id=g:5193149
Hellertown Church	id=g:5193150
Hellertown High School	id=g:5193151
Hellertown Reservoir	id=g:5193152
Hellertown Union Cemetery	id=g:5193153
Borough of Hellertown	id=g:5193154
Hellfire Run	id=g:5193155
Hellings Corner	id=g:5193156
Hells Hollow	id=g:5193157
Hellam Hills	id=g:5193158
Hells Kitchen	id=g:5193159
Helman Swamp	id=g:5193160
Helvetia Dam	id=g:5193161
Hemenz Golf Course	id=g:5193162
Hemlock	id=g:5193163
Hemlock	id=g:5193164
Hemlock Creek	id=g:5193165
Helvetia	id=g:5193166
Hemlock Creek	id=g:5193167
Hemlock Creek	id=g:5193168
Hemlock Farms	id=g:5193169
Hemlock Flats Run	id=g:5193170
Hemlock Flats Trail	id=g:5193171
Hemlock Grove	id=g:5193172
Hemlock Heights	id=g:5193173
Hemlock Hill	id=g:5193174
Hemlock Hollow Run	id=g:5193175
Hemlock Grove	id=g:5193176
Hemlock Island	id=g:5193177
Hemlock Lake	id=g:5193178
Hemlock Lake	id=g:5193179
Hemlock Lake	id=g:5193180
Hemlock Lake County Park	id=g:5193181
Hemlock Lake Dam	id=g:5193182
Hemlock Lake Dam	id=g:5193183
Hemlock Lakes	id=g:5193184
Hemlock Lakes	id=g:5193185
Hemlock Pond Dam	id=g:5193186
Hemlock Run	id=g:5193187
Hemlock Island	id=g:5193188
Hemlock Run	id=g:5193189
Hemlock Run	id=g:5193190
Hemlock Run	id=g:5193191
Hemlock Run	id=g:5193192
Hemlock School	id=g:5193193
Hemlock School (historical)	id=g:5193194
Hemlock School (historical)	id=g:5193195
Hemlock Spring	id=g:5193196
Hemlock Station	id=g:5193197
Hemlock Trail	id=g:5193198
Hemlock Trail	id=g:5193199
Hemlock Trail	id=g:5193200
Hemlock Trail	id=g:5193201
Township of Hemlock	id=g:5193202
Hemlocks Natural Area	id=g:5193203
Hemperly School	id=g:5193204
Hempfield	id=g:5193205
Hempfield Elementary School	id=g:5193206
Hempfield High School	id=g:5193207
